ANNO,MES,TRIMESTRE,ID_EMPRESA,EMPRESA,OPERADOR,OMV,PNM_RECEPTOR_NETO
2011,12,4,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2011,12,4,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2011,12,4,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-17644
2011,12,4,900367669,UFF MOVIL SAS,TIGO,UFF,6078
2011,12,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,445
2011,12,4,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2011,12,4,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,0
2012,1,1,830016046,AVANTEL S A S,WOM,WOM,-63
2012,1,1,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,41439
2012,1,1,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,-13495
2012,1,1,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2012,1,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,0
2012,1,1,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2012,1,1,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2012,1,1,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2012,1,1,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2012,1,1,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2012,1,1,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-34783
2012,1,1,900367669,UFF MOVIL SAS,TIGO,UFF,6449
2012,1,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,453
2012,1,1,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2012,1,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,0
2012,2,1,830016046,AVANTEL S A S,WOM,WOM,-61
2012,2,1,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,48044
2012,2,1,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,13195
2012,2,1,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2012,2,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,0
2012,2,1,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2012,2,1,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2012,2,1,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2012,2,1,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2012,2,1,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2012,2,1,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-68652
2012,2,1,900367669,UFF MOVIL SAS,TIGO,UFF,7041
2012,2,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,433
2012,2,1,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2012,2,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,0
2012,3,1,830016046,AVANTEL S A S,WOM,WOM,-69
2012,3,1,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,54532
2012,3,1,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,45319
2012,3,1,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2012,3,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,1
2012,3,1,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2012,3,1,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2012,3,1,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2012,3,1,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2012,3,1,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2012,3,1,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-107803
2012,3,1,900367669,UFF MOVIL SAS,TIGO,UFF,7637
2012,3,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,383
2012,3,1,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2012,3,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,0
2012,4,2,830016046,AVANTEL S A S,WOM,WOM,-102
2012,4,2,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,59507
2012,4,2,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,56126
2012,4,2,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2012,4,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,9
2012,4,2,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2012,4,2,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2012,4,2,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2012,4,2,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2012,4,2,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2012,4,2,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-124102
2012,4,2,900367669,UFF MOVIL SAS,TIGO,UFF,8210
2012,4,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,352
2012,4,2,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2012,4,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,0
2012,5,2,830016046,AVANTEL S A S,WOM,WOM,-94
2012,5,2,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,62466
2012,5,2,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,69860
2012,5,2,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2012,5,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,71
2012,5,2,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2012,5,2,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2012,5,2,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2012,5,2,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2012,5,2,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2012,5,2,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-141209
2012,5,2,900367669,UFF MOVIL SAS,TIGO,UFF,8585
2012,5,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,321
2012,5,2,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2012,5,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,0
2012,6,2,830016046,AVANTEL S A S,WOM,WOM,-104
2012,6,2,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,65058
2012,6,2,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,85426
2012,6,2,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2012,6,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,199
2012,6,2,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2012,6,2,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2012,6,2,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2012,6,2,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2012,6,2,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2012,6,2,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-159760
2012,6,2,900367669,UFF MOVIL SAS,TIGO,UFF,8866
2012,6,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,315
2012,6,2,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2012,6,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,0
2012,7,3,830016046,AVANTEL S A S,WOM,WOM,-144
2012,7,3,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,69968
2012,7,3,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,107599
2012,7,3,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2012,7,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,357
2012,7,3,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2012,7,3,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2012,7,3,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2012,7,3,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2012,7,3,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2012,7,3,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-187376
2012,7,3,900367669,UFF MOVIL SAS,TIGO,UFF,9273
2012,7,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,323
2012,7,3,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2012,7,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,0
2012,8,3,830016046,AVANTEL S A S,WOM,WOM,-146
2012,8,3,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,73298
2012,8,3,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,132756
2012,8,3,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2012,8,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,522
2012,8,3,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2012,8,3,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2012,8,3,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2012,8,3,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2012,8,3,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2012,8,3,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-216322
2012,8,3,900367669,UFF MOVIL SAS,TIGO,UFF,9617
2012,8,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,275
2012,8,3,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2012,8,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,0
2012,9,3,830016046,AVANTEL S A S,WOM,WOM,-196
2012,9,3,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,78796
2012,9,3,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,153018
2012,9,3,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2012,9,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,619
2012,9,3,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2012,9,3,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2012,9,3,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2012,9,3,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2012,9,3,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2012,9,3,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-242169
2012,9,3,900367669,UFF MOVIL SAS,TIGO,UFF,9733
2012,9,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,199
2012,9,3,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2012,9,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,0
2012,10,4,830016046,AVANTEL S A S,WOM,WOM,-232
2012,10,4,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,88646
2012,10,4,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,172616
2012,10,4,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2012,10,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,698
2012,10,4,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2012,10,4,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2012,10,4,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2012,10,4,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2012,10,4,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2012,10,4,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-271623
2012,10,4,900367669,UFF MOVIL SAS,TIGO,UFF,9757
2012,10,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,138
2012,10,4,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2012,10,4,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,0
2012,11,4,830016046,AVANTEL S A S,WOM,WOM,-199
2012,11,4,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,87575
2012,11,4,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,204361
2012,11,4,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2012,11,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,709
2012,11,4,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2012,11,4,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2012,11,4,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2012,11,4,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2012,11,4,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2012,11,4,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-302511
2012,11,4,900367669,UFF MOVIL SAS,TIGO,UFF,9940
2012,11,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,125
2012,11,4,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2012,11,4,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,0
2012,12,4,830016046,AVANTEL S A S,WOM,WOM,-188
2012,12,4,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,90732
2012,12,4,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,230546
2012,12,4,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2012,12,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,731
2012,12,4,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2012,12,4,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2012,12,4,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2012,12,4,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2012,12,4,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2012,12,4,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-331986
2012,12,4,900367669,UFF MOVIL SAS,TIGO,UFF,10100
2012,12,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,65
2012,12,4,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2012,12,4,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,0
2013,1,1,830016046,AVANTEL S A S,WOM,WOM,-184
2013,1,1,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,94805
2013,1,1,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,260247
2013,1,1,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2013,1,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,729
2013,1,1,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2013,1,1,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2013,1,1,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2013,1,1,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2013,1,1,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2013,1,1,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-365919
2013,1,1,900367669,UFF MOVIL SAS,TIGO,UFF,10297
2013,1,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,25
2013,1,1,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2013,1,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,0
2013,2,1,830016046,AVANTEL S A S,WOM,WOM,-207
2013,2,1,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,100318
2013,2,1,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,280860
2013,2,1,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2013,2,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,747
2013,2,1,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2013,2,1,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2013,2,1,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2013,2,1,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2013,2,1,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2013,2,1,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-392308
2013,2,1,900367669,UFF MOVIL SAS,TIGO,UFF,10527
2013,2,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-29
2013,2,1,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2013,2,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,92
2013,3,1,830016046,AVANTEL S A S,WOM,WOM,-218
2013,3,1,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,106462
2013,3,1,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,298842
2013,3,1,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2013,3,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,739
2013,3,1,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2013,3,1,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2013,3,1,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2013,3,1,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2013,3,1,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2013,3,1,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-417404
2013,3,1,900367669,UFF MOVIL SAS,TIGO,UFF,11034
2013,3,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-59
2013,3,1,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2013,3,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,604
2013,4,2,830016046,AVANTEL S A S,WOM,WOM,-245
2013,4,2,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,112861
2013,4,2,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,325661
2013,4,2,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2013,4,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,738
2013,4,2,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2013,4,2,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,0
2013,4,2,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2013,4,2,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2013,4,2,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
